name,sunday_open,sunday_close,monday_open,monday_close,tuesday_open,tuesday_close,wednesday_open,wednesday_close,thursday_open,thursday_close,friday_open,friday_close,saturday_open,saturday_close,phone,rating,price,category,address,website,id
"b""DarkHorse by Sal's""",16:30:00,21:00:00,00:00:00,00:00:00,16:30:00,22:00:00,16:30:00,22:00:00,16:30:00,22:00:00,16:30:00,22:00:00,16:30:00,22:00:00,(608) 305-8885,4.5,2,Pizza;Cocktail Bars;Seafood,"10 N Livingston St, Madison, WI 53703",https://www.yelp.com/biz/darkhorse-by-sals-madison?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8745
b'Sweet Home Wisconsin',00:00:00,00:00:00,11:00:00,20:00:00,11:00:00,20:00:00,11:00:00,20:00:00,11:00:00,20:00:00,11:00:00,20:00:00,12:00:00,20:00:00,(608) 819-6622,4.5,2,Hot Dogs;Burgers;Sandwiches,"910 Regent St, Madison, WI 53715",https://www.yelp.com/biz/sweet-home-wisconsin-madison?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8746
b'La Kitchenette',09:00:00,14:00:00,00:00:00,00:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,09:00:00,21:00:00,(608) 283-4266,4.5,2,French,"805 Williamson St, Madison, WI 53703",https://www.yelp.com/biz/la-kitchenette-madison?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8747
b'North and South Seafood & Smokehouse',11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,22:00:00,11:00:00,22:00:00,(608) 829-0093,4.5,2,Seafood;Smokehouse,"6604 Mineral Point Rd, Madison, WI 53705",https://www.yelp.com/biz/north-and-south-seafood-and-smokehouse-madison?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8748
b'Mr.Kimchi Modern Korean',11:00:00,22:00:00,00:00:00,00:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,(608) 665-3020,4.5,2,Korean,"225 King St, Madison, WI 53703",https://www.yelp.com/biz/mr-kimchi-modern-korean-madison?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8749
b'The Tipsy Cow',00:00:00,00:00:00,11:00:00,23:00:00,11:00:00,02:00:00,11:00:00,02:00:00,11:00:00,02:00:00,11:00:00,02:30:00,11:00:00,02:30:00,(608) 287-1455,4.0,2,Bars;American (Traditional),"102 King St, Madison, WI 53703",https://www.yelp.com/biz/the-tipsy-cow-madison?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8750
b'Merchant',11:00:00,20:00:00,11:00:00,20:00:00,11:00:00,20:00:00,11:00:00,20:00:00,11:00:00,20:00:00,11:00:00,20:00:00,11:00:00,20:00:00,(608) 259-9799,4.0,2,Cocktail Bars;Wine Bars;American (New),"121 S Pinckney St, Madison, WI 53703",https://www.yelp.com/biz/merchant-madison-2?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8751
b'The Great Dane Pub & Brewing Company',11:00:00,19:30:00,11:00:00,19:30:00,11:00:00,19:30:00,11:00:00,19:30:00,11:00:00,19:30:00,11:00:00,19:30:00,11:00:00,19:30:00,(608) 284-0000,4.0,2,American (New);Brewpubs,"123 E Doty St, Madison, WI 53703",https://www.yelp.com/biz/the-great-dane-pub-and-brewing-company-madison?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8752
b'La Taguara',09:00:00,18:00:00,11:00:00,20:00:00,11:00:00,20:00:00,11:00:00,20:00:00,11:00:00,20:00:00,11:00:00,21:00:00,09:00:00,21:00:00,(608) 721-9100,4.5,2,Venezuelan;Caribbean;Colombian,"3502 E Washington Ave, Madison, WI 53704",https://www.yelp.com/biz/la-taguara-madison?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8753
b'Tornado Steak House',17:00:00,01:00:00,17:00:00,01:00:00,17:00:00,01:00:00,17:00:00,01:00:00,17:00:00,01:00:00,17:00:00,01:00:00,17:00:00,01:00:00,(608) 256-3570,4.0,3,Steakhouses;Bars;Seafood,"116 S Hamilton St, Madison, WI 53703",https://www.yelp.com/biz/tornado-steak-house-madison?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8754
b'Camp Trippalindee',11:00:00,21:00:00,16:00:00,23:00:00,16:00:00,23:00:00,16:00:00,23:00:00,16:00:00,23:00:00,15:00:00,02:00:00,11:00:00,02:00:00,(608) 257-4391,4.0,2,American (New);Bars,"601 Langdon St, Madison, WI 53703",https://www.yelp.com/biz/camp-trippalindee-madison?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8755
b'Estrell\xc3\xb3n',00:00:00,00:00:00,00:00:00,00:00:00,16:00:00,20:00:00,16:00:00,20:00:00,16:00:00,20:00:00,16:00:00,20:00:00,16:00:00,20:00:00,(608) 251-2111,4.0,3,Spanish;Tapas Bars;Basque,"313 W Johnson St, Madison, WI 53703",https://www.yelp.com/biz/estrell%C3%B3n-madison?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8756
b'Double 10 Mini Hot Pot',11:00:00,22:00:00,00:00:00,00:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,(608) 467-3330,4.5,2,Hot Pot;Chinese,"1272 S Park St, Madison, WI 53715",https://www.yelp.com/biz/double-10-mini-hot-pot-madison?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8757
b'The Weary Traveler Freehouse',11:30:00,01:00:00,11:30:00,01:00:00,11:30:00,01:00:00,11:30:00,01:00:00,11:30:00,01:00:00,11:30:00,01:00:00,11:30:00,01:00:00,(608) 442-6207,4.0,2,American (New);Burgers,"1201 Williamson St, Madison, WI 53703",https://www.yelp.com/biz/the-weary-traveler-freehouse-madison?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8758
b'Cento',09:30:00,21:00:00,16:00:00,22:00:00,16:00:00,22:00:00,16:00:00,22:00:00,16:00:00,22:00:00,16:00:00,00:00:00,09:30:00,00:00:00,(608) 284-9378,4.0,2,Italian;Breakfast & Brunch;Venues & Event Spaces,"122 W Mifflin St, Madison, WI 53703",https://www.yelp.com/biz/cento-madison?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8759
b'Ha Long Bay',11:30:00,21:00:00,11:00:00,21:30:00,11:00:00,21:30:00,11:00:00,21:30:00,11:00:00,21:30:00,11:00:00,21:30:00,11:00:00,21:30:00,(608) 255-2868,4.0,2,Vietnamese;Thai,"1353 Williamson St, Madison, WI 53703",https://www.yelp.com/biz/ha-long-bay-madison-2?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8760
b'Osteria Papavero',00:00:00,00:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,22:00:00,17:00:00,22:00:00,(608) 255-8376,4.0,2,Italian,"128 E Wilson St, Madison, WI 53703",https://www.yelp.com/biz/osteria-papavero-madison?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8761
b'Estacion Inka',12:00:00,17:00:00,12:00:00,19:00:00,12:00:00,19:00:00,12:00:00,19:00:00,12:00:00,19:00:00,12:00:00,19:00:00,12:00:00,19:00:00,(608) 467-3010,4.5,1,Peruvian,"616 University Ave, Madison, WI 53715",https://www.yelp.com/biz/estacion-inka-madison-2?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8762
b'Marigold Kitchen',08:00:00,14:00:00,07:00:00,15:00:00,07:00:00,15:00:00,07:00:00,15:00:00,07:00:00,15:00:00,07:00:00,15:00:00,07:00:00,14:00:00,(608) 661-5559,4.0,2,Breakfast & Brunch,"118 S Pinckney St, Madison, WI 53703",https://www.yelp.com/biz/marigold-kitchen-madison?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8763
b'Alchemy',11:30:00,00:00:00,11:30:00,00:00:00,11:30:00,00:00:00,11:30:00,00:00:00,11:30:00,00:00:00,11:30:00,01:00:00,11:30:00,01:00:00,(608) 204-7644,4.0,2,American (New);Burgers,"1980 Atwood Ave, Madison, WI 53704",https://www.yelp.com/biz/alchemy-madison?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8764
b'The Globe',00:00:00,00:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,22:00:00,11:00:00,22:00:00,(608) 640-4435,4.5,0,Asian Fusion;Soup;Tapas Bars,"309 N Henry St, Madison, WI 53703",https://www.yelp.com/biz/the-globe-madison?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8765
b'Caspian Grill',00:00:00,00:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,(608) 709-5002,5.0,0,Mediterranean,"707 S Gammon Rd, Madison, WI 53719",https://www.yelp.com/biz/caspian-grill-madison?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8766
b'Lao Laan-Xang Restaurant',00:00:00,00:00:00,17:00:00,21:00:00,17:00:00,21:00:00,17:00:00,21:00:00,17:00:00,21:00:00,17:00:00,21:30:00,17:00:00,21:30:00,(608) 280-0104,4.5,2,Laotian,"1146 Williamson St, Madison, WI 53703",https://www.yelp.com/biz/lao-laan-xang-restaurant-madison?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8767
b'Lorraine\xe2\x80\x99s Cafe',00:00:00,00:00:00,00:00:00,00:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,(608) 298-7144,4.5,0,Caribbean;Chicken Wings;Sandwiches,"1517 Monroe St, Madison, WI 53711",https://www.yelp.com/biz/lorraine-s-cafe-madison?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8768
b'Strings Ramen-Madison',11:00:00,22:00:00,11:00:00,21:30:00,11:00:00,21:30:00,11:00:00,21:30:00,11:00:00,21:30:00,11:00:00,23:00:00,11:00:00,23:00:00,(608) 665-3837,4.0,2,Ramen,"311 N Frances St, Madison, WI 53703",https://www.yelp.com/biz/strings-ramen-madison-madison-2?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8769
b'Mediterranean Cafe',00:00:00,00:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,(608) 251-8510,4.5,1,Greek;Mediterranean,"625 State St, Madison, WI 53703",https://www.yelp.com/biz/mediterranean-cafe-madison?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8770
b'Good Food',00:00:00,00:00:00,11:00:00,14:00:00,11:00:00,14:00:00,11:00:00,14:00:00,11:00:00,14:00:00,11:00:00,14:00:00,00:00:00,00:00:00,(608) 217-5227,5.0,1,Street Vendors;Sandwiches;Salad,"33 E Main St, Madison, WI 53703",https://www.yelp.com/biz/good-food-madison?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8771
b'Everly',09:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,22:00:00,09:00:00,22:00:00,(608) 416-5242,4.0,2,American (New);Breakfast & Brunch;Bars,"2701 Monroe St, Ste 270, Madison, WI 53711",https://www.yelp.com/biz/everly-madison?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8772
b'RED',16:30:00,22:00:00,11:30:00,22:00:00,11:30:00,22:00:00,11:30:00,22:00:00,11:30:00,22:00:00,11:30:00,22:00:00,16:30:00,22:00:00,(608) 294-1234,4.5,3,Sushi Bars;Desserts;Cocktail Bars,"316 W Washington Ave, Ste 100, Madison, WI 53703",https://www.yelp.com/biz/red-madison-3?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8773
b'Forage Kitchen',11:00:00,20:00:00,09:00:00,15:00:00,10:30:00,20:00:00,10:30:00,20:00:00,10:30:00,20:00:00,10:30:00,20:00:00,11:00:00,20:00:00,(608) 286-1455,4.0,2,Salad;Juice Bars & Smoothies,"665 State St, Madison, WI 53703",https://www.yelp.com/biz/forage-kitchen-madison?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8774
"b""L'Etoile""",00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,17:30:00,20:00:00,17:30:00,20:00:00,17:30:00,20:00:00,17:00:00,20:00:00,(608) 251-0500,4.5,4,American (New);Bars,"1 S Pinckney St, Madison, WI 53703",https://www.yelp.com/biz/l-etoile-madison?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8775
"b""The Cooper's Tavern""",09:00:00,02:00:00,11:00:00,02:00:00,11:00:00,02:00:00,11:00:00,02:00:00,11:00:00,02:00:00,11:00:00,02:00:00,09:00:00,02:00:00,(608) 256-1600,4.0,2,American (New);Pubs,"20 W Mifflin St, Madison, WI 53703",https://www.yelp.com/biz/the-coopers-tavern-madison?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8776
b'Sardine',09:00:00,21:00:00,16:00:00,21:00:00,16:00:00,22:00:00,16:00:00,22:00:00,16:00:00,22:00:00,16:00:00,23:00:00,09:00:00,23:00:00,(608) 441-1600,4.0,2,French;Breakfast & Brunch;Bars,"617 Williamson St, Madison, WI 53703",https://www.yelp.com/biz/sardine-madison?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8777
b'Boar & Barrel',09:00:00,15:00:00,15:00:00,02:00:00,15:00:00,02:00:00,15:00:00,02:00:00,15:00:00,02:00:00,15:00:00,02:30:00,15:00:00,02:30:00,(608) 285-5651,4.0,2,Wine Bars;Whiskey Bars;Tapas Bars,"101 N Hamilton St, Madison, WI 53703",https://www.yelp.com/biz/boar-and-barrel-madison?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8778
b'Banzo',11:00:00,21:00:00,00:00:00,00:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,(608) 441-2002,4.5,2,Mediterranean;Food Trucks,"2105 Sherman Ave, Madison, WI 53704",https://www.yelp.com/biz/banzo-madison?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8779
b'DumplingHaus',11:00:00,18:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,(608) 661-4287,4.0,2,Chinese,"540 N Midvale Blvd, Madison, WI 53705",https://www.yelp.com/biz/dumplinghaus-madison?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8780
b'Bartaco Hilldale',11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,00:00:00,11:00:00,00:00:00,(608) 620-8226,4.0,2,Tacos,"464 N Midvale Blvd, Madison, WI 53705",https://www.yelp.com/biz/bartaco-hilldale-madison-2?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8781
b'Beef Butter BBQ',10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,(608) 640-5000,4.5,2,Barbeque;Caterers,"3001 N Sherman Ave, Madison, WI 53704",https://www.yelp.com/biz/beef-butter-bbq-madison-2?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8782
b'Little Tibet',00:00:00,00:00:00,11:30:00,20:30:00,11:30:00,20:30:00,11:30:00,20:30:00,11:30:00,20:30:00,11:30:00,21:00:00,11:30:00,21:00:00,(608) 630-8232,4.5,2,Himalayan/Nepalese,"827 E Johnson St, Madison, WI 53703",https://www.yelp.com/biz/little-tibet-madison?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8783
b'Asian Noodle',11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,23:00:00,11:00:00,23:00:00,(608) 467-6210,4.5,0,Noodles,"902 Regent St, Madison, WI 53715",https://www.yelp.com/biz/asian-noodle-madison?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8784
b'Naples 15',00:00:00,00:00:00,17:00:00,22:00:00,17:00:00,22:00:00,17:00:00,22:00:00,17:00:00,22:00:00,17:00:00,23:00:00,17:00:00,23:00:00,(608) 250-6330,4.0,3,Italian,"15 N Butler St, Madison, WI 53703",https://www.yelp.com/biz/naples-15-madison-5?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8785
b'Luang Prabang',00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,No phone number available,4.5,1,Thai;Food Stands,"728 State St, Madison, WI 53706",https://www.yelp.com/biz/luang-prabang-madison?adjust_creative=UIIt6xKJNCf5Y02-4ssYEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=UIIt6xKJNCf5Y02-4ssYEA,8786
